Query_Name,Database_ID,Target_ID,Target_Name,Gene_Name,UniProt_ID,Query_Percentage,Target_Percentage,Polypharmacology_Type,Ligand_Name,Organism,original_target_smile,query_frag_smile,Query_SMILES
mol_1,CHEMBL142648,ChEMBL_T_2320,Dopamine receptors; D2 & D4,CHEMBL2095396,P21917,53.57,75.0,Type 2,CHEMBL142648 : ,Homo sapiens,CCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3771326,ChEMBL_T_2282,Hemoglobin HbA,CHEMBL2095168,P68871,42.86,57.14,Type 2,CHEMBL3771326 : ,Homo sapiens,O=C(NO)c1coc(-c2ccc(-c3ccccc3)cc2)n1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL110984,ChEMBL_T_2271,Opioid receptors; delta & kappa,CHEMBL2095151,P41143,42.86,57.14,Type 2,CHEMBL110984 : ,Homo sapiens,Cc1nn(C)c2ncc(C(N)=O)c(Nc3ccccc3)c12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4447614,ChEMBL_T_2552,DnaJ homolog subfamily A member 1,CHEMBL2189122,P31689,46.43,61.9,Type 2,CHEMBL4447614 : ,Homo sapiens,Nc1n[nH]c(NCc2ccccc2Oc2ccccc2)n1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL300018,ChEMBL_T_2308,Adenosine receptors; A2a & A3,CHEMBL2095213,P29274,46.43,61.9,Type 2,CHEMBL300018 : ,Homo sapiens,COc1nn2c(-c3ccccc3)nnc2c2ccccc12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3613162,ChEMBL_T_2586,Ubiquitin-like modifier-activating enzyme ATG7,CHEMBL2321621,O95352,42.86,57.14,Type 2,CHEMBL3613162 : ,Homo sapiens,Nc1cccc(Cn2nc(Oc3ccccc3)oc2=O)c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4793326,ChEMBL_T_2106,Tumour suppressor p53/oncoprotein Mdm2,CHEMBL1907611,Q00987,57.14,76.19,Type 2,CHEMBL4793326 : ,Homo sapiens,Cn1c(-c2ccccc2)c(/C=C/C(=O)O)c2cccnc21,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4747588,ChEMBL_T_311,Dual specificity protein kinase CLK1,Unknown,Unknown,46.43,61.9,Type 2,CHEMBL4747588 : ,Mus musculus,Nc1c2ccncc2cc2cnc(-c3ccccc3)nc12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL194100,ChEMBL_T_2327,Serotonin 2 receptors; 5-HT2a & 5-HT2c,CHEMBL2096662,P28335,42.86,54.55,Type 2,CHEMBL194100 : ,Homo sapiens,O=C(NC1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3961295,ChEMBL_T_2592,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",CHEMBL2321630,Q10469,53.57,68.18,Type 2,CHEMBL3961295 : ,Homo sapiens,OCc1ccc(-c2nc(-c3ccccc3)c3ccccn23)o1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL378768,ChEMBL_T_2322,Bcr/Abl fusion protein,CHEMBL2096618,P11274,64.29,81.82,Type 2,CHEMBL378768 : ,Homo sapiens,c1ccc(Nc2nccc(-c3c[nH]c4ncccc34)n2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3764759,ChEMBL_T_2250,GABA-A receptor; alpha-1/beta-3/gamma-2,CHEMBL2094121,P28472,39.29,50.0,Type 2,CHEMBL3764759 : ,Homo sapiens,c1ccc(-c2cn(CCc3c[nH]c4ncccc34)nn2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL591747,ChEMBL_T_2279,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2,CHEMBL2095163,Q15596,39.29,50.0,Type 2,CHEMBL591747 : ,Homo sapiens,O=C(CCCCCCCn1cc(-c2ccccc2)nn1)NO,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3338885,ChEMBL_T_2462,Beta-2 adrenergic receptor and beta-3 adrenergic receptor,CHEMBL2111388,P13945,53.57,68.18,Type 2,CHEMBL3338885 : ,Homo sapiens,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccccc4)c3c2c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4634448,ChEMBL_T_2488,Rac GTPase-activating protein 1,CHEMBL2146306,Q9H0H5,50.0,63.64,Type 2,CHEMBL4634448 : ,Homo sapiens,Cc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL377038,ChEMBL_T_1338,Mitogen-activated protein kinase kinase kinase kinase 3,CHEMBL5432,Q8IVH8,42.86,54.55,Type 2,CHEMBL377038 : ,Mus musculus,O=C(CC1CC(c2ccc(O)cc2)=NO1)Oc1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3114575,ChEMBL_T_2296,GABA-A receptor; alpha-6/beta-3/gamma-2,CHEMBL2095190,Q16445,50.0,63.64,Type 2,CHEMBL3114575 : ,Homo sapiens,O=c1cc(N2CCNCC2)nc2sc(-c3ccccc3)nn12,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4105039,ChEMBL_T_2581,Potassium channel subfamily K member 3,CHEMBL2321613,O14649,60.71,77.27,Type 2,CHEMBL4105039 : ,Homo sapiens,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL589092,ChEMBL_T_1352,Misshapen-like kinase 1,CHEMBL5518,Q8N4C8,42.86,54.55,Type 2,CHEMBL589092 : FENTIAZAC,Mus musculus,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3936696,ChEMBL_T_2632,TAR DNA-binding protein 43,CHEMBL2362981,Q13148,46.43,59.09,Type 2,CHEMBL3936696 : ,Homo sapiens,CNc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL2069991,ChEMBL_T_2318,Cholinesterases; ACHE & BCHE,CHEMBL2095233,P22303,50.0,63.64,Type 2,CHEMBL2069991 : ,Homo sapiens,N#Cc1cc(Cc2ccccc2)c(=O)[nH]c1-c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4550352,ChEMBL_T_2598,SH2 domain-containing protein 1A,CHEMBL2321636,O60880,64.29,81.82,Type 2,CHEMBL4550352 : ,Homo sapiens,CCCNc1nc2nc(CC)c(C)c(-c3ccccc3)c2s1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL471342,ChEMBL_T_1999,Sentrin-specific protease 6,CHEMBL1741215,Q9GZR1,60.71,77.27,Type 2,CHEMBL471342 : ,Homo sapiens,O=c1nc2n(-c3ccccc3)c3ccccc3cc-2c(=O)[nH]1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL66610,ChEMBL_T_2269,Opioid receptors; mu & delta,CHEMBL2095149,P35372,60.71,77.27,Type 2,CHEMBL66610 : ,Homo sapiens,C=CCn1c(=O)c2c(nc(-c3ccccc3)n2C)n(C)c1=O,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL116979,ChEMBL_T_2276,Leukotriene B4 receptor,CHEMBL2095160,Q15722,42.86,54.55,Type 2,CHEMBL116979 : ,Homo sapiens,CC(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL1644823,ChEMBL_T_2313,Phosphodiesterases; PDE5 & PDE6,CHEMBL2095220,P51160,71.43,90.91,Type 2,CHEMBL1644823 : ,Homo sapiens,Cc1ccc2[nH]c(=O)n3c(=O)n(-c4ccccc4)nc3c2c1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3883359,ChEMBL_T_2380,Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4),CHEMBL2111409,P35968,50.0,63.64,Type 2,CHEMBL3883359 : ,Homo sapiens,OCc1cc(-c2ccccc2)nc2cc3c(cc12)OCCO3,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL4445452,ChEMBL_T_2600,Histo-blood group ABO system transferase,CHEMBL2321639,P16442,64.29,78.26,Type 2,CHEMBL4445452 : ,Homo sapiens,CCCNc1nc2nc3c(c(-c4ccccc4)c2s1)CCCC3,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL182703,ChEMBL_T_2355,"Phosphodiesterase, PDE1/PDE5",CHEMBL2097161,Q14123,71.43,86.96,Type 2,CHEMBL182703 : ,Homo sapiens,O=C1Nc2c(Cl)cc(-c3ccccc3)cc2C2(CCCCC2)N1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
mol_1,CHEMBL3943400,ChEMBL_T_2245,Protein farnesyltransferase,CHEMBL2094108,P49356,57.14,69.57,Type 2,CHEMBL3943400 : ,Homo sapiens,C(=C/c1n[nH]c2cc(-c3ccccc3)ccc12)\c1ccccc1,*c1ccccc1,CC1(C2=CCN3C(=O)N(C(=O)N3C2C4=C(C=CC(=C4O)C1)O)C5=CC=CC=C5)
